type,difficulty,category,question,correct_answer,option1,option2,option3,option4
boolean,medium,Science & Nature,"Like with the Neanderthals, Homo sapiens sapiens also interbred with the Denisovans.",True,True,False,,
multiple,medium,Geography,"In the 2016 Global Peace Index poll, out of 163 countries, what was the United States of America ranked?",103,59,79,10,103
multiple,easy,Mythology,The Nike apparel and footwear brand takes it's name from the Greek goddess of what?,Victory,Victory,Honor,Courage,Strength
multiple,easy,Entertainment: Video Games,"In Kingdom Hearts, how many members does Organization XIII have in total?",14,12,14,10,13
multiple,easy,Entertainment: Video Games,Which of these is NOT a player class in Team Fortress 2?,Healer,Pyro,Demoman,Healer,Spy
multiple,medium,History,In what dialogue did Socrates defend himself to the court of Athens? ,The Apology,The Laws,The Apology,The Republic,The Euthyphro
boolean,medium,Animals,Tigers have one colour of skin despite the stripey fur.,False,True,False,,
multiple,hard,Science: Mathematics,Which of the following mathematicians made major contributions to game theory?,John Von Neumann,John Von Neumann,Carl Friedrich Gauss,Stefan Banach,Leonhard Euler
multiple,easy,General Knowledge,What kind of aircraft was developed by Igor Sikorsky in the United States in 1942?,Helicopter,Jet,Helicopter,Space Capsule,Stealth Blimp
boolean,hard,Entertainment: Japanese Anime & Manga,The protagonist in 'Humanity Has Declined' has no discernable name and is simply referred to as 'I' for most of the series.,True,True,,False,
multiple,medium,Entertainment: Japanese Anime & Manga,The character Momonga from the 'Overlord' series orders his servants to call him by what name?,Ainz Ooal Gown,Ainz Ooal Gown,Master,Yggdrasil,Kugane Maruyama
multiple,easy,General Knowledge,What machine element is located in the center of fidget spinners?,Bearings,Gears,Bearings,Belts,Axles
multiple,medium,Science & Nature,Where did the dog breed 'Chihuahua' originate?,Mexico,Spain,France,Russia,Mexico
multiple,medium,Entertainment: Video Games,"In 'Call of Duty: Zombies', what group does Doctor Maxis work for?",Group 935,Group Rezurrection,Group Reanimate,Group 935,Division 9
multiple,easy,Entertainment: Television,"In 'Star Trek: Voyager', which episode did Voyager establish real-time communication with Starfleet Headquarters?",Pathfinder,Message In A Bottle,Someone To Watch Over Me,Counterpoint,Pathfinder
boolean,easy,History,Adolf Hitler was a german soldier in World War I.,True,,,False,True
multiple,hard,Entertainment: Video Games,What was the code name given to Sonic the Hedgehog 4 during its development?,Project Needlemouse,Project Needlemouse,Project Darksphere,Project Bluespike,Project Roboegg
multiple,medium,Entertainment: Music,Which of the following bands is Tom DeLonge not a part of?,+44,+44,Blink-182,Box Car Racer,Angels & Airwaves
boolean,medium,Politics,George W. Bush lost the popular vote in the 2004 United States presidential election.,False,,True,False,
multiple,medium,Entertainment: Video Games,"In the 2015 RPG 'Undertale', which character do you first encounter after falling down into the underground?",Flowey,Flowey,Sans,Toriel,Papyrus
multiple,medium,Entertainment: Video Games,"In Night in the Woods, which instrument did Casey play?",Drums,Sax,Drums,Bass,Piano
boolean,medium,Science: Mathematics,The set of all algebraic numbers is countable.,True,,False,True,
multiple,easy,Entertainment: Television,"In Star Trek: The Next Generation, what is the name of Data's cat?",Spot,Mittens,Tom,Spot,Kitty
multiple,medium,Entertainment: Cartoon & Animations,Which 'Toy Story' character was voiced by Don Rickles?,Mr. Potato Head,Rex,Slinky Dog,Hamm,Mr. Potato Head
multiple,medium,Science & Nature,What stage of development do the majority of eukaryotic cells remain in for most of their life?,Interphase,Prophase,Interphase,Stasis,Telophase
multiple,easy,Geography,What is the capital of Spain?,Madrid,Sevilla,Madrid,Barcelona,Toledo
multiple,easy,Entertainment: Video Games,'Tomb Raider' icon Lara Croft was originally called...,Laura Cruz,Laura Cruz,Laura Craft,Lara Craft,Laura Croft
multiple,hard,Entertainment: Musicals & Theatres,"In Macbeth, the eyes of what animals were used in the Witches' cauldron?",Newts,Squids,Humans,Newts,Sharks
multiple,medium,Entertainment: Music,What was the name of the Wu-Tang Clan album Martin Shkreli bought for $2 million dollars?,Once Upon a Time in Shaolin,Once Upon a Time in Shaolin,The Saga Continues,8 Diagrams,A Better Tomorrow
multiple,medium,Entertainment: Television,What is the name of the inspector in the series 'On the Buses'?,Blakey,Naily,Gally,Blakey,Harper
multiple,medium,Entertainment: Books,"What is the name of the gang that Ponyboy is a part of in the book, The Outsiders?",The Greasers,The Mafia,The Socs,The Outsiders,The Greasers
multiple,hard,Science & Nature,Which scientific unit is named after an Italian nobleman?,Volt,Ohm,Volt,Pascal,Hertz
multiple,medium,Mythology,Which greek god/goddess tossed a golden apple with the words 'for the fairest' into the middle of the feast of the gods?,Eris,Artemis,Eris,Hades,Ares
multiple,medium,Entertainment: Film,Which town is the setting for the Disney movie The Love Bug (1968)?,San Francisco,San Jose,San Francisco,Sacramento,Los Angeles
multiple,medium,Geography,Where is the 'Sonoran Desert' located?,North America,Africa,North America,Asia,South America
multiple,medium,Entertainment: Music,In which year was the Megadeth album 'Peace Sells... but Who's Buying?' released?,1986,1983,1979,1987,1986
multiple,medium,Entertainment: Books,"J.K. Rowling completed 'Harry Potter and the Deathly Hallows' in which hotel in Edinburgh, Scotland?",The Balmoral,Hotel Novotel,The Dunstane Hotel,The Balmoral,Sheraton Grand Hotel & Spa
multiple,easy,Entertainment: Video Games,"In the PAYDAY series, who betrayed the PAYDAY gang that got Hoxton arrested?",Hector,Vlad,The Elephant,The Dentist,Hector
multiple,medium,Entertainment: Video Games,"In 'Overwatch', how much health does Roadhog's 'Take a Breather' ability recover?",300,200,300,100,400
multiple,medium,Entertainment: Japanese Anime & Manga,What year does Part 7 of 'JoJo's Bizarre Adventure' take place in?,1890,1999,2003,1890,1888
multiple,medium,Science & Nature,A positron is an antiparticle of a what?,Electron,Proton,Neutron,Photon,Electron
multiple,hard,General Knowledge,Nephelococcygia is the practice of doing what?,Finding shapes in clouds,Swimming in freezing water,Finding shapes in clouds,Breaking glass with your voice,Sleeping with your eyes open
multiple,medium,Art,Which one of these paintings is not by Caspar David Friedrich?,The Black Sea,The Black Sea,The Sea of Ice,The Monk by the Sea,Wanderer above the Sea of Fog
multiple,medium,Geography,Which one of these countries borders with Poland?,Lithuania,Norway,Lithuania,Netherlands,France
multiple,easy,Entertainment: Television,Which of the following won the first season of American Idol in 2002?,Kelly Clarkson,Justin Guarini,Ruben Studdard,Kelly Clarkson,Chris Daughtry
multiple,hard,Entertainment: Video Games,Which one of these characters appeared in Marvel vs Capcom: Infinite? ,Firebrand,Dr. Doom,Jill Valentine,Wolverine,Firebrand
boolean,easy,Entertainment: Film,"The film '2001: A Space Odyssey' was released on December 31st, 2000.",False,,True,False,
multiple,medium,Entertainment: Video Games,"What name did 'Mario', from 'Super Mario Brothers', originally have?",Ossan,Mario,Ossan,Mr. Video,Jumpman
multiple,medium,History,"Which building was set aflame on August 24th, 1812?",The White House,Grand National Assembly Building,Parliament Building,Palace of the Nation,The White House
multiple,hard,Science & Nature,What is the molecular formula of Ozone?,O3,C6H2O6,N2O,O3,SO4
multiple,medium,Entertainment: Video Games,One of the Nintendo Entertainment System voice channels supports playback of sound samples. Which one?,DMC,DMC,Noise,Triangle,Square
multiple,medium,Science: Computers,Which operating system was released first?,Mac OS,OS/2,Mac OS,Windows,Linux
multiple,medium,Entertainment: Video Games,What CS:GO case contains the Butterfly Knife?,Breakout Case,Vanguard Case,Esports 2014 Case,Shadow Case,Breakout Case
multiple,hard,Entertainment: Books,"In the book series 'Odd Thomas', Danny Jessup has what genetic disease? ", Osteogenesis Imperfecta, Osteogenesis Imperfecta,Adrenoleukodystrophy,Spinocerebellar ataxia,Cystic Fibrosis
multiple,medium,General Knowledge,"Linus Pauling, one of the only winners of multiple Nobel Prizes, earned his Nobel Prizes in Chemistry and what?",Peace,Physics,Peace,Economics,Physiology/Medicine
multiple,hard,Entertainment: Board Games,The Dice Tower network of board game podcasts and videos is run by which individual?,Tom Vasel,Jason LeVine,Uncle Pennybags,Borth Sampson,Tom Vasel
multiple,medium,Entertainment: Television,What is the surname of the character Daryl in AMC's show The Walking Dead?,Dixon,Grimes,Dixon,Dicketson,Dickinson
multiple,medium,General Knowledge,Whose greyscale face is on the kappa emoticon on Twitch?,Josh DeSeno,John DeSeno,Jimmy DeSeno,Justin DeSeno,Josh DeSeno
multiple,easy,Entertainment: Video Games,"In Fallout: New Vegas, which one of these casinos can you not play in?",Lucky 38,Ultra-Luxe,The Tops,Lucky 38,Gammorah
multiple,medium,Entertainment: Music,Which European capital city gives its name to a 1981 song by Ultravox?,Vienna,Berlin,Paris,Brussels,Vienna
multiple,easy,Entertainment: Music,Who is the lead singer of Pearl Jam?,Eddie Vedder,Stone Gossard,Kurt Cobain,Eddie Vedder,Ozzy Osbourne
multiple,medium,History,Which historical conflict killed the most people?,World War II,World War II,Mongol conquests,Taiping Rebellion,Three Kingdoms War
multiple,medium,General Knowledge,A statue of Charles Darwin sits in what London museum?,Natural History Museum,Tate,Natural History Museum,British Museum,Science Museum
boolean,easy,Animals,"In 2016, the IUCN reclassified the status of Giant Pandas from endangered to vulnerable.",True,,False,,True
multiple,hard,Science: Computers,"Lenovo acquired IBM's personal computer division, including the ThinkPad line of laptops and tablets, in what year?",2005,2005,1999,2002,2008
boolean,easy,Entertainment: Film,Brandon Routh plays the titular character in the movie 'John Wick'.,False,True,False,,
multiple,easy,Entertainment: Cartoon & Animations,What was the name of the sea witch in the 1989 Disney film 'The Little Mermaid'?,Ursula,Lady Tremaine,Madam Mim,Maleficent,Ursula
multiple,medium,Entertainment: Video Games,"In The Elder Scrolls V: Skyrim, who is the jester in the dark brotherhood?",Cicero,Cicero,Lucien Lachance,Astrid,Archimedes
multiple,medium,Entertainment: Books,Which American author was also a budding travel writer and wrote of his adventures with his dog Charley?,John Steinbeck,John Steinbeck,Ernest Hemingway,F. Scott Fitzgerald,William Faulkner
boolean,easy,Geography,There are no deserts in Europe.,True,False,True,,
multiple,medium,Art,Who painted the epic mural Guernica?,Pablo Picasso,Henri Matisse,Leonardo da Vinci,Pablo Picasso,Francisco Goya
multiple,medium,Celebrities,"What is the real name of 'moot', founder of the imageboard 4chan?",Christopher Poole,Allison Harvard,Catie Wayne,Christopher Poole,Mark Zuckerberg
multiple,easy,General Knowledge,What geometric shape is generally used for stop signs?,Octagon,Hexagon,Circle,Octagon,Triangle
multiple,easy,Entertainment: Film,What name did Tom Hanks give to his volleyball companion in the film `Cast Away`?,Wilson,Wilson,Jones,Billy,Friday
multiple,easy,Geography,The Space Needle is located in which city?,Seattle,Toronto,Vancouver,Seattle,Los Angles
multiple,medium,Entertainment: Music,Which of these songs is NOT in The Beatles' album 'Sgt. Pepper's Lonely Hearts Club Band'?,Strawberry Fields Forever,Getting Better,Strawberry Fields Forever,Lucy in the Sky with Diamonds,Fixing a Hole
multiple,medium,Entertainment: Film,"In Mulan (1998), who is the leader of the Huns?",Shan Yu,Li Shang,Fa Zhou,Chien-Po,Shan Yu
multiple,medium,Animals,What is the common term for bovine spongiform encephalopathy (BSE)?,Mad Cow disease,Mad Cow disease,Milk fever,Foot-and-mouth disease,Weil's disease
multiple,medium,Entertainment: Television,What breed of dog is 'Scooby Doo'?,Great Dane,Doberman Pinscher,Pit bull,Boxer,Great Dane
multiple,easy,Science & Nature,Rhinoplasty is a surgical procedure on what part of the human body?,Nose,Neck,Ears,Chin,Nose
multiple,medium,Entertainment: Music,Which one of these people has been in the band ''Metallica'' in the past?,Dave Mustaine,Kurt Cobain,Dave Mustaine,Joey Belladonna,Dave Lombardo
multiple,medium,General Knowledge,Who is the founder of 'The Lego Group'?,Ole Kirk Christiansen,Kirstine Christiansen,Ole Kirk Christiansen, Gerhardt Kirk Christiansen, Jens Niels Christiansen
multiple,medium,Entertainment: Video Games,When was the Sega Genesis released in Japan?,"October 29, 1988","November 30, 1990","October 29, 1988","September 1, 1986","August 14, 1989"
boolean,medium,Geography,You could walk from Norway to North Korea while only passing through Russia.,True,,False,,True
multiple,easy,Entertainment: Board Games,In which year was the pen and paper RPG 'Deadlands' released?,1996,2003,1993,1996,1999
multiple,easy,Entertainment: Film,"Who directed the movies 'Pulp Fiction', 'Reservoir Dogs' and 'Django Unchained'?",Quentin Tarantino,Steven Spielberg,James Cameron,Martin Scorcese,Quentin Tarantino
multiple,hard,Science & Nature,"What common name is given to the medial condition, tibial stress syndrome (MTSS)?",Shin Splints,Shin Splints,Carpal Tunnel,Housemaid's Knee,Tennis Elbow
multiple,medium,Entertainment: Video Games,Which one of the following actors did not voice a character in 'Saints Row: The Third'?,Ron Jeremy,Sasha Grey,Ron Jeremy,Hulk Hogan,Burt Reynolds
multiple,hard,Mythology,"In Greek Mythology, who was the daughter of King Minos?",Ariadne,Ariel,Ariadne,Alana,Athena
multiple,medium,Entertainment: Video Games,"In the game 'Brawlhalla', what species is the character B&ouml;dvar is?",Half Human / Half Bear,Half Human / Half Bear,A Human,Half Wolf / Half Bear,Half Tiger /  Half Human
multiple,medium,Entertainment: Film,Leonardo Di Caprio won his first Best Actor Oscar for his performance in which film?,The Revenant,Shutter Island,Inception,The Wolf Of Wall Street,The Revenant
